x-axis,1
second,Volt
-10.00000E-06,-13.06250000000E+00
-9.98000E-06,-13.68750000000E+00
-9.96000E-06,-13.06250000000E+00
-9.94000E-06,-13.37500000000E+00
-9.92000E-06,-13.37500000000E+00
-9.90000E-06,-13.37500000000E+00
-9.88000E-06,-13.37500000000E+00
-9.86000E-06,-13.37500000000E+00
-9.84000E-06,-13.37500000000E+00
-9.82000E-06,-13.37500000000E+00
-9.80000E-06,-13.06250000000E+00
-9.78000E-06,-13.37500000000E+00
-9.76000E-06,-13.37500000000E+00
-9.74000E-06,-13.68750000000E+00
-9.72000E-06,-13.37500000000E+00
-9.70000E-06,-13.06250000000E+00
-9.68000E-06,-13.06250000000E+00
-9.66000E-06,-13.37500000000E+00
-9.64000E-06,-13.37500000000E+00
-9.62000E-06,-13.37500000000E+00
-9.60000E-06,-13.37500000000E+00
-9.58000E-06,-13.37500000000E+00
-9.56000E-06,-13.68750000000E+00
-9.54000E-06,-13.37500000000E+00
-9.52000E-06,-13.37500000000E+00
-9.50000E-06,-13.68750000000E+00
-9.48000E-06,-13.06250000000E+00
-9.46000E-06,-13.68750000000E+00
-9.44000E-06,-13.06250000000E+00
-9.42000E-06,-13.37500000000E+00
-9.40000E-06,-13.06250000000E+00
-9.38000E-06,-13.68750000000E+00
-9.36000E-06,-13.37500000000E+00
-9.34000E-06,-13.37500000000E+00
-9.32000E-06,-13.37500000000E+00
-9.30000E-06,-13.37500000000E+00
-9.28000E-06,-13.37500000000E+00
-9.26000E-06,-13.68750000000E+00
-9.24000E-06,-13.37500000000E+00
-9.22000E-06,-13.37500000000E+00
-9.20000E-06,-13.37500000000E+00
-9.18000E-06,-1.81250000001E+00
-9.16000E-06,+16.62499999999E+00
-9.14000E-06,+15.06250000000E+00
-9.12000E-06,+14.43750000000E+00
-9.10000E-06,+13.81250000000E+00
-9.08000E-06,+13.81250000000E+00
-9.06000E-06,+14.12500000000E+00
-9.04000E-06,+14.12500000000E+00
-9.02000E-06,+14.75000000000E+00
-9.00000E-06,+14.75000000000E+00
-8.98000E-06,+14.43750000000E+00
-8.96000E-06,+14.43750000000E+00
-8.94000E-06,+14.43750000000E+00
-8.92000E-06,+14.43750000000E+00
-8.90000E-06,+14.43750000000E+00
-8.88000E-06,+14.43750000000E+00
-8.86000E-06,+14.43750000000E+00
-8.84000E-06,+14.12500000000E+00
-8.82000E-06,+13.81250000000E+00
-8.80000E-06,+13.81250000000E+00
-8.78000E-06,+14.12500000000E+00
-8.76000E-06,+14.12500000000E+00
-8.74000E-06,+14.43750000000E+00
-8.72000E-06,+14.43750000000E+00
-8.70000E-06,+14.43750000000E+00
-8.68000E-06,+14.12500000000E+00
-8.66000E-06,+14.12500000000E+00
-8.64000E-06,+14.12500000000E+00
-8.62000E-06,+14.12500000000E+00
-8.60000E-06,+13.81250000000E+00
-8.58000E-06,+14.12500000000E+00
-8.56000E-06,+14.43750000000E+00
-8.54000E-06,+14.43750000000E+00
-8.52000E-06,+14.43750000000E+00
-8.50000E-06,+14.43750000000E+00
-8.48000E-06,+13.81250000000E+00
-8.46000E-06,+14.12500000000E+00
-8.44000E-06,+14.12500000000E+00
-8.42000E-06,+14.12500000000E+00
-8.40000E-06,+13.81250000000E+00
-8.38000E-06,+14.43750000000E+00
-8.36000E-06,+14.43750000000E+00
-8.34000E-06,+14.12500000000E+00
-8.32000E-06,+14.12500000000E+00
-8.30000E-06,+14.12500000000E+00
-8.28000E-06,+14.12500000000E+00
-8.26000E-06,+14.43750000000E+00
-8.24000E-06,+14.43750000000E+00
-8.22000E-06,+14.43750000000E+00
-8.20000E-06,+14.12500000000E+00
-8.18000E-06,+13.81250000000E+00
-8.16000E-06,+14.12500000000E+00
-8.14000E-06,+14.12500000000E+00
-8.12000E-06,+14.12500000000E+00
-8.10000E-06,+14.12500000000E+00
-8.08000E-06,+14.12500000000E+00
-8.06000E-06,+14.12500000000E+00
-8.04000E-06,+13.81250000000E+00
-8.02000E-06,+13.81250000000E+00
-8.00000E-06,+13.81250000000E+00
-7.98000E-06,+14.43750000000E+00
-7.96000E-06,+14.43750000000E+00
-7.94000E-06,+13.81250000000E+00
-7.92000E-06,+14.12500000000E+00
-7.90000E-06,+14.12500000000E+00
-7.88000E-06,+14.12500000000E+00
-7.86000E-06,+14.12500000000E+00
-7.84000E-06,+13.81250000000E+00
-7.82000E-06,+14.12500000000E+00
-7.80000E-06,+13.81250000000E+00
-7.78000E-06,+13.81250000000E+00
-7.76000E-06,+13.81250000000E+00
-7.74000E-06,+14.12500000000E+00
-7.72000E-06,+14.12500000000E+00
-7.70000E-06,+13.81250000000E+00
-7.68000E-06,+14.12500000000E+00
-7.66000E-06,+13.81250000000E+00
-7.64000E-06,+13.81250000000E+00
-7.62000E-06,+14.12500000000E+00
-7.60000E-06,+14.12500000000E+00
-7.58000E-06,+14.12500000000E+00
-7.56000E-06,+14.12500000000E+00
-7.54000E-06,+13.81250000000E+00
-7.52000E-06,+14.12500000000E+00
-7.50000E-06,+13.81250000000E+00
-7.48000E-06,+13.81250000000E+00
-7.46000E-06,+14.12500000000E+00
-7.44000E-06,+13.81250000000E+00
-7.42000E-06,+13.50000000000E+00
-7.40000E-06,+12.87500000000E+00
-7.38000E-06,+12.25000000000E+00
-7.36000E-06,+11.62500000000E+00
-7.34000E-06,+10.68750000000E+00
-7.32000E-06,+9.75000000000E+00
-7.30000E-06,+8.50000000000E+00
-7.28000E-06,+6.93750000000E+00
-7.26000E-06,+5.37500000000E+00
-7.24000E-06,-29.31249999995E+00
-7.22000E-06,-24.31250000001E+00
-7.20000E-06,-19.93750000001E+00
-7.18000E-06,-15.56250000001E+00
-7.16000E-06,-13.68750000000E+00
-7.14000E-06,-13.06250000000E+00
-7.12000E-06,-13.06250000000E+00
-7.10000E-06,-13.37500000000E+00
-7.08000E-06,-13.37500000000E+00
-7.06000E-06,-13.68750000000E+00
-7.04000E-06,-13.37500000000E+00
-7.02000E-06,-13.68750000000E+00
-7.00000E-06,-13.68750000000E+00
-6.98000E-06,-13.68750000000E+00
-6.96000E-06,-14.00000000000E+00
-6.94000E-06,-13.68750000000E+00
-6.92000E-06,-13.37500000000E+00
-6.90000E-06,-13.37500000000E+00
-6.88000E-06,-13.37500000000E+00
-6.86000E-06,-13.68750000000E+00
-6.84000E-06,-13.68750000000E+00
-6.82000E-06,-14.00000000000E+00
-6.80000E-06,-14.00000000000E+00
-6.78000E-06,-13.68750000000E+00
